Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-08-30 00:00:00-04:00,173.1601227035883,174.61701743936737,172.5613955023059,174.43739318847656,6133300,0.0,0.0,0.0
2023-08-31 00:00:00-04:00,174.83654571857087,175.95415356063046,174.6469482683076,175.28558349609375,5981700,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,176.38323631501834,176.61275704039375,174.92635678434493,175.82443237304688,4622300,0.0,0.0,0.0
2023-09-05 00:00:00-04:00,175.38536784371698,177.00192522071575,174.8165906976782,176.45309448242188,5030200,0.0,0.0,0.0
2023-09-06 00:00:00-04:00,175.76455944709363,176.20362402945653,173.50938208690673,174.5870819091797,9071600,0.0,0.0,0.0
2023-09-07 00:00:00-04:00,171.34401812325174,172.44166440980925,170.71535605442867,172.06246948242188,6256800,0.0,0.0,0.0
2023-09-08 00:00:00-04:00,172.05248542091016,173.52932654165951,171.97265411353655,172.42169189453125,4292400,0.0,0.0,0.0
2023-09-11 00:00:00-04:00,173.9384673398168,174.0981299647142,171.80302921717862,173.31979370117188,4136400,0.0,0.0,0.0
2023-09-12 00:00:00-04:00,171.87288715497294,172.48158758880786,169.86716159407024,170.17649841308594,6121500,0.0,0.0,0.0
2023-09-13 00:00:00-04:00,170.10665653475888,171.5236280785793,169.62768388398186,170.6055908203125,5004400,0.0,0.0,0.0
2023-09-14 00:00:00-04:00,171.65334383275706,172.27201743107094,170.57564402435332,171.8429412841797,4736600,0.0,0.0,0.0
2023-09-15 00:00:00-04:00,171.22426214224748,171.27415861538006,168.0909554804713,168.5399932861328,6553800,0.0,0.0,0.0
2023-09-18 00:00:00-04:00,168.0500030517578,169.91000366210938,168.0,169.35000610351562,4971900,0.36,0.0,0.0
2023-09-19 00:00:00-04:00,168.6300048828125,169.69000244140625,167.7100067138672,169.25999450683594,4118300,0.0,0.0,0.0
2023-09-20 00:00:00-04:00,169.72000122070312,169.94000244140625,166.52999877929688,166.60000610351562,5380200,0.0,0.0,0.0
2023-09-21 00:00:00-04:00,164.85000610351562,166.02000427246094,163.97999572753906,164.05999755859375,7370600,0.0,0.0,0.0
2023-09-22 00:00:00-04:00,164.77999877929688,165.9199981689453,164.0399932861328,164.41000366210938,6268900,0.0,0.0,0.0
2023-09-25 00:00:00-04:00,163.99000549316406,165.19000244140625,163.57000732421875,164.94000244140625,5288700,0.0,0.0,0.0
2023-09-26 00:00:00-04:00,163.86000061035156,163.9499969482422,161.41000366210938,161.97000122070312,7463000,0.0,0.0,0.0
2023-09-27 00:00:00-04:00,162.75,163.07000732421875,160.61000061035156,162.22000122070312,5832600,0.0,0.0,0.0
2023-09-28 00:00:00-04:00,161.4499969482422,164.41000366210938,160.69000244140625,163.3699951171875,6414700,0.0,0.0,0.0
2023-09-29 00:00:00-04:00,164.97999572753906,166.50999450683594,163.3699951171875,163.92999267578125,7941400,0.0,0.0,0.0
2023-10-02 00:00:00-04:00,164.00999450683594,166.1699981689453,163.75999450683594,165.69000244140625,6828100,0.0,0.0,0.0
2023-10-03 00:00:00-04:00,164.75,165.8800048828125,162.0399932861328,162.8800048828125,7419400,0.0,0.0,0.0
2023-10-04 00:00:00-04:00,163.00999450683594,165.35000610351562,163.00999450683594,164.91000366210938,7597100,0.0,0.0,0.0
2023-10-05 00:00:00-04:00,164.89999389648438,165.39999389648438,163.14999389648438,165.1300048828125,6011500,0.0,0.0,0.0
2023-10-06 00:00:00-04:00,164.0,168.94000244140625,163.52000427246094,168.22000122070312,8310400,0.0,0.0,0.0
2023-10-09 00:00:00-04:00,167.19000244140625,169.35000610351562,166.4199981689453,169.08999633789062,6569600,0.0,0.0,0.0
2023-10-10 00:00:00-04:00,169.2100067138672,170.7100067138672,168.74000549316406,169.35000610351562,10201400,0.0,0.0,0.0
2023-10-11 00:00:00-04:00,169.8699951171875,171.0,169.3300018310547,170.9199981689453,5194600,0.0,0.0,0.0
2023-10-12 00:00:00-04:00,171.07000732421875,172.8300018310547,169.77999877929688,171.0800018310547,7702900,0.0,0.0,0.0
2023-10-13 00:00:00-04:00,171.4199981689453,171.7100067138672,168.0399932861328,168.6300048828125,7591600,0.0,0.0,0.0
2023-10-16 00:00:00-04:00,168.91000366210938,171.02000427246094,168.8800048828125,170.25,7272100,0.0,0.0,0.0
2023-10-17 00:00:00-04:00,168.11000061035156,170.33999633789062,166.89999389648438,169.4600067138672,7658900,0.0,0.0,0.0
2023-10-18 00:00:00-04:00,168.27000427246094,169.63999938964844,167.02999877929688,167.72000122070312,6431400,0.0,0.0,0.0
2023-10-19 00:00:00-04:00,168.38999938964844,169.52000427246094,166.47000122070312,166.75999450683594,9995900,0.0,0.0,0.0
2023-10-20 00:00:00-04:00,166.67999267578125,166.8000030517578,163.77000427246094,163.94000244140625,7667700,0.0,0.0,0.0
2023-10-23 00:00:00-04:00,162.9199981689453,165.8000030517578,162.00999450683594,164.1300048828125,7579500,0.0,0.0,0.0
2023-10-24 00:00:00-04:00,164.77999877929688,165.50999450683594,163.47999572753906,165.25999450683594,5590200,0.0,0.0,0.0
2023-10-25 00:00:00-04:00,166.0500030517578,166.25,162.82000732421875,163.30999755859375,7764800,0.0,0.0,0.0
2023-10-26 00:00:00-04:00,163.60000610351562,164.32000732421875,159.5,160.19000244140625,10323200,0.0,0.0,0.0
2023-10-27 00:00:00-04:00,161.1699981689453,162.75,160.41000366210938,161.1199951171875,8115800,0.0,0.0,0.0
2023-10-30 00:00:00-04:00,161.97000122070312,163.42999267578125,161.47999572753906,162.85000610351562,7090400,0.0,0.0,0.0
2023-10-31 00:00:00-04:00,162.92999267578125,164.14999389648438,161.66000366210938,164.00999450683594,5446800,0.0,0.0,0.0
